"","gender","age","statereside","hhincome","education","maritalstatus","citizenus","working","probvote","Vote24Harris","Vote24Trump","Vote24Other","white","ContactsHarris","ContactsTrump","income","presvote"
"2745","Female",30,"42 Pennsylvania","16 150,000 or more",13,"6 Never married","1 Yes","1 Yes","100",50,0,50,"1 Yes",50,50,16,"Harris"
"2746","Female",49,"25 Massachusetts","8 25,000 to 2,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",0,100,0,"1 Yes",45,50,8,"Trump"
"2747","Male",86,"9 Connecticut","14 75,000 to 99,999",16,"5 Widowed","1 Yes","0 No","100",100,NA,NA,"1 Yes",60,40,14,"Harris"
"2748","Female",61,"26 Michigan","2 5,000 to 7,499",13,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",45,30,2,NA
"2749","Female",40,"20 Kansas","7 20,000 to 24,999",9,"6 Never married","1 Yes","1 Yes","100",NA,100,NA,"1 Yes",20,80,7,"Trump"
"2750","Female",32,"17 Illinois","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",80,20,16,NA
"2751","Female",49,"17 Illinois","16 150,000 or more",14,"2 Married (spouse lives elsewhere)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",50,10,16,"Harris"
"2752","Female",72,"48 Texas","11 40,000 to 49,999",11,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,100,NA,"1 Yes",25,50,11,"Trump"
"2753","Female",22,"48 Texas","7 20,000 to 24,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","80",NA,100,NA,"1 Yes",50,50,7,"Trump"
"2754","Female",40,"48 Texas","10 35,000 to 39,999",10,"2 Married (spouse lives elsewhere)","1 Yes","1 Yes","100",0,100,0,"0 No",50,50,10,"Trump"
"2755","Male",44,"40 Oklahoma","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",70,30,16,"Harris"
"2756","Male",61,"48 Texas","7 20,000 to 24,999",10,"6 Never married","1 Yes","0 No","100",100,NA,NA,"0 No",100,0,7,"Harris"
"2757","Male",57,"17 Illinois","12 50,000 to 59,999",15,"4 Divorced","1 Yes","0 No","100",NA,NA,NA,"1 Yes",90,10,12,NA
"2758","Female",37,"48 Texas","14 75,000 to 99,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,100,NA,"1 Yes",5,95,14,"Trump"
"2759","Female",51,"48 Texas","5 12,500 to 14,999",10,"5 Widowed","1 Yes","0 No","100",100,NA,NA,"0 No",100,0,5,"Harris"
"2760","Female",40,"17 Illinois","1 Less than $5,000",9,"6 Never married","1 Yes","0 No","100",90,10,NA,"0 No",90,10,1,"Harris"
"2761","Female",44,"5 Arkansas","10 35,000 to 39,999",14,"6 Never married","1 Yes","1 Yes","100",0,100,0,"1 Yes",10,90,10,"Trump"
"2762","Female",50,"28 Mississippi","9 30,000 to 34,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","50",50,35,15,"0 No",50,48,9,"Harris"
"2763","Female",68,"47 Tennessee","7 20,000 to 24,999",13,"4 Divorced","1 Yes","0 No","100",NA,NA,NA,"1 Yes",30,60,7,NA
"2764","Male",56,"28 Mississippi","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",5,95,14,"Trump"
"2765","Female",28,"48 Texas","13 60,000 to 74,999",10,"6 Never married","1 Yes","1 Yes","100",50,50,0,"1 Yes",75,25,13,"Trump"
"2766","Male",56,"28 Mississippi","14 75,000 to 99,999",11,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",0,95,14,NA
"2767","Female",62,"47 Tennessee","4 10,000 to 12,499",9,"3 Separated","1 Yes","0 No","100",100,0,0,"0 No",100,0,4,"Harris"
"2768","Female",42,"48 Texas","6 15,000 to 19,999",10,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",25,75,6,NA
"2769","Female",32,"1 Alabama","9 30,000 to 34,999",9,"4 Divorced","1 Yes","1 Yes","100",NA,100,NA,"1 Yes",0,100,9,"Trump"
"2770","Male",53,"5 Arkansas","6 15,000 to 19,999",14,"4 Divorced","1 Yes","1 Yes","100",100,0,0,"1 Yes",60,40,6,"Harris"
"2771","Male",43,"48 Texas","1 Less than $5,000",4,"4 Divorced","1 Yes","0 No","100",42,29,29,"0 No",42,29,1,"Harris"
"2772","Male",37,"48 Texas","1 Less than $5,000",9,"6 Never married","1 Yes","1 Yes","0",100,0,0,"1 Yes",100,0,1,"Harris"
"2773","Female",69,"5 Arkansas","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",85,15,15,NA
"2774","Female",19,"48 Texas","9 30,000 to 34,999",9,"6 Never married","1 Yes","0 No","10",90,10,0,"1 Yes",90,10,9,"Harris"
"2775","Male",74,"5 Arkansas","7 20,000 to 24,999",10,"4 Divorced","1 Yes","0 No","0",100,0,NA,"1 Yes",50,50,7,"Harris"
"2776","Female",68,"55 Wisconsin","14 75,000 to 99,999",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,0,0,"1 Yes",95,5,14,"Harris"
"2777","Male",61,"17 Illinois","16 150,000 or more",12,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",100,0,16,NA
"2778","Male",57,"22 Louisiana","11 40,000 to 49,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",99,1,11,"Harris"
"2779","Female",68,"55 Wisconsin","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",25,70,15,NA
"2780","Female",41,"17 Illinois","8 25,000 to 2,999",13,"6 Never married","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",85,15,8,"Harris"
"2781","Female",29,"1 Alabama","13 60,000 to 74,999",11,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",25,70,13,"Trump"
"2782","Female",52,"48 Texas","12 50,000 to 59,999",13,"6 Never married","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",80,20,12,"Harris"
"2783","Female",46,"40 Oklahoma","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",60,38,15,"Harris"
"2784","Female",32,"55 Wisconsin","7 20,000 to 24,999",13,"6 Never married","1 Yes","1 Yes","100",100,0,0,"1 Yes",100,0,7,"Harris"
"2785","Female",61,"48 Texas","13 60,000 to 74,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","1",NA,100,NA,"1 Yes",30,70,13,"Trump"
"2786","Female",24,"28 Mississippi","1 Less than $5,000",10,"6 Never married","1 Yes","0 No","100",NA,NA,NA,"0 No",100,0,1,NA
"2787","Female",39,"55 Wisconsin","12 50,000 to 59,999",11,"1 Married (spouse lives with me)","1 Yes","1 Yes",".a",NA,NA,NA,"1 Yes",NA,NA,12,NA
"2788","Female",43,"29 Missouri","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",60,40,15,"Harris"
"2789","Male",59,"27 Minnesota","15 100,000 to 149,999",11,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,100,NA,"1 Yes",10,90,15,"Trump"
"2790","Female",65,"48 Texas","10 35,000 to 39,999",16,"4 Divorced","1 Yes","0 No","100",100,NA,NA,"1 Yes",100,0,10,"Harris"
"2791","Male",64,"5 Arkansas","11 40,000 to 49,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,0,0,"0 No",100,0,11,"Harris"
"2792","Female",63,"48 Texas","6 15,000 to 19,999",10,"4 Divorced","1 Yes","0 No","100",100,0,0,"0 No",100,0,6,"Harris"
"2793","Male",67,"47 Tennessee","16 150,000 or more",13,"2 Married (spouse lives elsewhere)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",50,50,16,"Harris"
"2794","Female",39,"48 Texas","12 50,000 to 59,999",12,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",75,25,12,NA
"2795","Female",40,"48 Texas","16 150,000 or more",15,"1 Married (spouse lives with me)","1 Yes","1 Yes","99",100,0,0,"1 Yes",60,40,16,"Harris"
"2796","Female",70,"1 Alabama","1 Less than $5,000",9,"2 Married (spouse lives elsewhere)","1 Yes","0 No","100",100,NA,NA,"0 No",100,0,1,"Harris"
"2797","Female",64,"1 Alabama","6 15,000 to 19,999",11,"5 Widowed","1 Yes","0 No","100",100,0,0,"0 No",100,0,6,"Harris"
"2798","Male",60,"1 Alabama","3 7,500 to 9,999",10,"6 Never married","1 Yes","1 Yes","100",100,0,0,"1 Yes",NA,NA,3,"Harris"
"2799","Female",70,"22 Louisiana","10 35,000 to 39,999",9,"4 Divorced","1 Yes","1 Yes","100",NA,100,NA,"1 Yes",10,85,10,"Trump"
"2800","Male",28,"48 Texas","16 150,000 or more",14,"6 Never married","1 Yes","0 No","100",100,NA,NA,"1 Yes",40,40,16,"Harris"
"2801","Female",21,"48 Texas","11 40,000 to 49,999",9,"6 Never married","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",100,0,11,"Harris"
"2802","Male",70,"55 Wisconsin","10 35,000 to 39,999",13,"4 Divorced","1 Yes","0 No","100",NA,NA,NA,"1 Yes",90,10,10,NA
"2803","Male",57,"47 Tennessee","8 25,000 to 2,999",9,"6 Never married","1 Yes","1 Yes","0",0,52,48,"1 Yes",2,48,8,"Trump"
"2804","Female",36,"47 Tennessee","1 Less than $5,000",10,"3 Separated","1 Yes","1 Yes","0",50,50,NA,"1 Yes",30,70,1,"Trump"
"2805","Female",42,"40 Oklahoma","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,100,0,"1 Yes",15,85,16,"Trump"
"2806","Female",68,"17 Illinois","1 Less than $5,000",10,"6 Never married","1 Yes","0 No","100",100,0,0,"0 No",99,1,1,"Harris"
"2807","Male",27,"48 Texas","7 20,000 to 24,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","0",0,0,100,"1 Yes",0,0,7,"Other"
"2808","Female",86,"29 Missouri","12 50,000 to 59,999",10,"5 Widowed","1 Yes","0 No","100",NA,NA,NA,"1 Yes",19,80,12,NA
"2809","Female",67,"55 Wisconsin","7 20,000 to 24,999",10,"6 Never married","1 Yes","0 No","100",100,NA,NA,"0 No",90,0,7,"Harris"
"2810","Female",43,"48 Texas","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,95,5,"1 Yes",10,80,15,"Trump"
"2811","Female",51,"17 Illinois","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,100,NA,"1 Yes",30,70,16,"Trump"
"2812","Female",44,"22 Louisiana","1 Less than $5,000",9,"6 Never married","1 Yes","0 No","0",0,100,0,"1 Yes",0,100,1,"Trump"
"2813","Male",65,"29 Missouri","12 50,000 to 59,999",10,"6 Never married","1 Yes","1 Yes","75",NA,100,NA,"1 Yes",25,75,12,"Trump"
"2814","Male",43,"48 Texas","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","99",10,90,NA,"1 Yes",50,50,16,"Trump"
"2815","Male",42,"47 Tennessee","12 50,000 to 59,999",8,"6 Never married","1 Yes","0 No","99",0,100,0,"1 Yes",0,98,12,"Trump"
"2816","Female",51,"48 Texas","12 50,000 to 59,999",13,"3 Separated","1 Yes","1 Yes","50",NA,100,NA,"0 No",70,30,12,"Trump"
"2817","Female",30,"48 Texas","1 Less than $5,000",11,"6 Never married","1 Yes","1 Yes","50",100,0,0,"0 No",90,0,1,"Harris"
"2818","Female",38,"48 Texas","8 25,000 to 2,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","90",50,50,0,"0 No",50,50,8,"Trump"
"2819","Female",58,"48 Texas","2 5,000 to 7,499",10,"4 Divorced","1 Yes","0 No","100",NA,NA,NA,"1 Yes",NA,NA,2,NA
"2820","Female",36,"47 Tennessee","7 20,000 to 24,999",12,"6 Never married","1 Yes","1 Yes","50",50,0,50,"1 Yes",NA,NA,7,"Harris"
"2821","Female",25,"28 Mississippi","1 Less than $5,000",6,"6 Never married","1 Yes","0 No","50",75,25,NA,"0 No",50,0,1,"Harris"
"2822","Male",35,"48 Texas","1 Less than $5,000",10,"6 Never married","1 Yes","0 No","100",NA,NA,NA,".e",NA,NA,1,NA
"2823","Female",45,"22 Louisiana","9 30,000 to 34,999",12,"4 Divorced","1 Yes","1 Yes","100",100,0,0,"0 No",90,5,9,"Harris"
"2824","Female",60,"55 Wisconsin","7 20,000 to 24,999",10,"4 Divorced","1 Yes","0 No",".a",NA,NA,NA,"0 No",NA,NA,7,NA
"2825","Female",48,"48 Texas","15 100,000 to 149,999",12,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,NA,"1 Yes",50,50,15,"Harris"
"2826","Female",41,"40 Oklahoma","14 75,000 to 99,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,0,0,"1 Yes",35,65,14,"Harris"
"2827","Male",43,"17 Illinois","13 60,000 to 74,999",15,"6 Never married","1 Yes","1 Yes","90",NA,100,NA,"1 Yes",60,40,13,"Trump"
"2828","Female",42,"1 Alabama","13 60,000 to 74,999",12,"3 Separated","1 Yes","1 Yes","100",100,NA,NA,"0 No",100,0,13,"Harris"
"2829","Female",57,"48 Texas","14 75,000 to 99,999",10,"6 Never married","1 Yes","1 Yes","0",0,0,100,"1 Yes",80,20,14,"Other"
"2830","Female",36,"28 Mississippi","8 25,000 to 2,999",11,"6 Never married","1 Yes","1 Yes","100",100,NA,NA,"0 No",25,75,8,"Harris"
"2831","Female",45,"55 Wisconsin","16 150,000 or more",16,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,NA,"1 Yes",95,5,16,"Harris"
"2832","Male",36,"48 Texas","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",20,30,50,"1 Yes",65,20,15,"Other"
"2833","Male",65,"8 Colorado","15 100,000 to 149,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",52,48,15,NA
"2834","Female",29,"27 Minnesota","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",90,10,16,NA
"2835","Female",71,"17 Illinois","4 10,000 to 12,499",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",95,5,4,NA
"2836","Female",62,"17 Illinois","1 Less than $5,000",9,"6 Never married","1 Yes","0 No","95",85,10,5,"0 No",100,0,1,"Harris"
"2837","Male",59,"26 Michigan","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",60,40,15,"Harris"
"2838","Female",28,"18 Indiana","1 Less than $5,000",9,"6 Never married","1 Yes","0 No","0",25,25,50,"0 No",NA,NA,1,"Other"
"2839","Male",25,"51 Virginia","15 100,000 to 149,999",13,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",65,35,15,NA
"2840","Female",29,"48 Texas","1 Less than $5,000",12,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"0 No",25,50,1,NA
"2841","Female",37,"22 Louisiana","8 25,000 to 2,999",9,"1 Married (spouse lives with me)","1 Yes","1 Yes","60",0,100,0,"1 Yes",0,100,8,"Trump"
"2842","Female",53,"48 Texas","6 15,000 to 19,999",9,"2 Married (spouse lives elsewhere)","1 Yes","0 No","0",50,0,50,"1 Yes",NA,NA,6,"Harris"
"2843","Male",24,"17 Illinois","10 35,000 to 39,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",50,50,0,"0 No",40,60,10,"Trump"
"2844","Female",29,"48 Texas","16 150,000 or more",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","80",0,0,100,"1 Yes",50,50,16,"Other"
"2845","Female",54,"17 Illinois","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"0 No",50,50,14,"Harris"
"2846","Male",55,"17 Illinois","2 5,000 to 7,499",9,"6 Never married","1 Yes","0 No","100",NA,NA,NA,"0 No",0,100,2,NA
"2847","Female",43,"55 Wisconsin","5 12,500 to 14,999",10,"6 Never married","1 Yes","0 No","100",NA,NA,NA,"0 No",90,10,5,NA
"2848","Male",65,"17 Illinois","13 60,000 to 74,999",13,"6 Never married","1 Yes","0 No","100",NA,NA,NA,"0 No",75,25,13,NA
"2849","Female",39,"22 Louisiana","7 20,000 to 24,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","80",100,NA,NA,"0 No",100,0,7,"Harris"
"2850","Female",36,"17 Illinois","16 150,000 or more",15,"1 Married (spouse lives with me)","1 Yes","1 Yes","99",100,0,0,"1 Yes",100,0,16,"Harris"
"2851","Male",44,"27 Minnesota","10 35,000 to 39,999",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","95",NA,NA,100,"1 Yes",10,80,10,"Other"
"2852","Female",65,"29 Missouri","8 25,000 to 2,999",10,"5 Widowed","1 Yes","0 No","100",0,100,0,"1 Yes",1,99,8,"Trump"
"2853","Female",28,"53 Washington","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,0,"1 Yes",70,27,16,"Harris"
"2854","Male",59,"4 Arizona","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,NA,"1 Yes",70,30,16,"Harris"
"2855","Female",104,"35 New Mexico","14 75,000 to 99,999",10,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",5,95,14,NA
"2856","Male",58,"21 Kentucky","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",10,90,16,NA
"2857","Female",39,"4 Arizona","15 100,000 to 149,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",50,50,15,NA
"2858","Female",69,"53 Washington","13 60,000 to 74,999",9,"5 Widowed","1 Yes","0 No","100",0,100,NA,"1 Yes",2,98,13,"Trump"
"2859","Female",28,"8 Colorado","13 60,000 to 74,999",13,"6 Never married","1 Yes","1 Yes","100",100,0,0,"1 Yes",100,0,13,"Harris"
"2860","Male",31,"4 Arizona","13 60,000 to 74,999",13,"6 Never married","1 Yes","1 Yes","100",NA,100,NA,"0 No",50,50,13,"Trump"
"2861","Male",60,"35 New Mexico","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",99,0,16,NA
"2862","Female",53,"8 Colorado","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",90,10,16,"Harris"
"2863","Male",30,"8 Colorado","14 75,000 to 99,999",13,"4 Divorced","1 Yes","1 Yes","100",100,NA,NA,"0 No",100,0,14,"Harris"
"2864","Male",67,"30 Montana","14 75,000 to 99,999",15,"4 Divorced","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",95,5,14,NA
"2865","Male",65,"4 Arizona","11 40,000 to 49,999",9,"1 Married (spouse lives with me)","1 Yes","0 No","100",10,10,80,"1 Yes",50,50,11,"Other"
"2866","Male",51,"6 California","14 75,000 to 99,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","0",NA,NA,100,"0 No",NA,NA,14,"Other"
"2867","Male",55,"6 California","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","10",50,50,NA,"0 No",85,15,15,"Trump"
"2868","Female",37,"6 California","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"0 No",60,40,15,NA
"2869","Female",55,"6 California","14 75,000 to 99,999",9,"5 Widowed","1 Yes","1 Yes","100",100,0,0,"1 Yes",50,50,14,"Harris"
"2870","Male",62,"6 California","13 60,000 to 74,999",10,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"0 No",75,25,13,"Harris"
"2871","Male",67,"6 California","3 7,500 to 9,999",6,"4 Divorced","1 Yes","0 No","0",NA,100,NA,"1 Yes",0,100,3,"Trump"
"2872","Female",33,"6 California","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","80",90,0,10,"0 No",50,50,15,"Harris"
"2873","Female",55,"32 Nevada","16 150,000 or more",5,"4 Divorced","1 Yes","1 Yes","100",0,100,0,"1 Yes",0,100,16,"Trump"
"2874","Female",52,"32 Nevada","12 50,000 to 59,999",10,"4 Divorced","1 Yes","1 Yes","100",0,100,0,"1 Yes",NA,NA,12,"Trump"
"2875","Male",32,"6 California","15 100,000 to 149,999",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"0 No",100,0,15,NA
"2876","Female",26,"41 Oregon","13 60,000 to 74,999",12,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,NA,NA,"1 Yes",95,0,13,"Harris"
"2877","Female",36,"6 California","12 50,000 to 59,999",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,90,10,"1 Yes",40,60,12,"Trump"
"2878","Male",32,"32 Nevada","14 75,000 to 99,999",9,"6 Never married","1 Yes","1 Yes","100",100,0,0,"1 Yes",40,60,14,"Harris"
"2879","Female",26,"6 California","12 50,000 to 59,999",11,"6 Never married","1 Yes","0 No","100",NA,100,NA,"1 Yes",50,50,12,"Trump"
"2880","Female",55,"32 Nevada","16 150,000 or more",10,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,100,"1 Yes",50,50,16,"Other"
"2881","Female",40,"6 California","14 75,000 to 99,999",10,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"0 No",65,35,14,NA
"2882","Male",49,"6 California","9 30,000 to 34,999",9,"6 Never married","1 Yes","1 Yes","100",100,0,0,"1 Yes",90,5,9,"Harris"
"2883","Male",64,"6 California","3 7,500 to 9,999",9,"5 Widowed","1 Yes","0 No","100",NA,NA,NA,"1 Yes",90,0,3,NA
"2884","Male",85,"6 California","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,NA,NA,"1 Yes",0,100,16,NA
"2885","Female",42,"6 California","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","20",90,10,NA,"0 No",60,40,16,"Harris"
"2886","Male",39,"6 California","16 150,000 or more",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",50,50,NA,"0 No",50,50,16,"Trump"
"2887","Female",54,"6 California","15 100,000 to 149,999",10,"4 Divorced","1 Yes","1 Yes","0",0,0,100,"1 Yes",99,1,15,"Other"
"2888","Male",44,"6 California","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,100,NA,"0 No",10,90,16,"Trump"
"2889","Female",53,"6 California","16 150,000 or more",11,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",95,5,16,NA
"2890","Female",40,"6 California","15 100,000 to 149,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",100,0,NA,"0 No",90,10,15,"Harris"
"2891","Female",37,"53 Washington","12 50,000 to 59,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",100,NA,NA,"1 Yes",80,20,12,"Harris"
"2892","Male",37,"6 California","13 60,000 to 74,999",10,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"0 No",0,100,13,NA
"2893","Male",73,"6 California","14 75,000 to 99,999",14,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",0,90,10,"1 Yes",20,70,14,"Trump"
"2894","Male",72,"6 California","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",0,100,NA,"1 Yes",45,55,14,"Trump"
"2895","Male",69,"48 Texas","12 50,000 to 59,999",13,"6 Never married","1 Yes","0 No","100",NA,NA,NA,"1 Yes",40,60,12,NA
"2896","Female",65,"32 Nevada","8 25,000 to 2,999",10,"4 Divorced","1 Yes","0 No","100",100,0,0,"1 Yes",40,60,8,"Harris"
"2897","Male",66,"53 Washington","4 10,000 to 12,499",10,"4 Divorced","1 Yes","0 No","100",NA,100,NA,"1 Yes",0,100,4,"Trump"
"2898","Female",34,"6 California","2 5,000 to 7,499",10,"6 Never married","1 Yes","0 No","50",100,NA,NA,"1 Yes",100,0,2,"Harris"
"2899","Male",61,"6 California","16 150,000 or more",13,"1 Married (spouse lives with me)","1 Yes","1 Yes","100",95,0,5,"0 No",85,10,16,"Harris"
"2900","Female",50,"41 Oregon","13 60,000 to 74,999",13,"4 Divorced","1 Yes","1 Yes","100",0,0,100,"1 Yes",50,50,13,"Other"
"2901","Female",68,"41 Oregon","14 75,000 to 99,999",13,"1 Married (spouse lives with me)","1 Yes","0 No","100",NA,100,NA,"1 Yes",20,80,14,"Trump"
"2902","Female",37,"6 California","16 150,000 or more",14,"6 Never married","1 Yes","1 Yes","100",NA,NA,NA,"1 Yes",100,0,16,NA
"2903","Female",82,"6 California","15 100,000 to 149,999",13,"4 Divorced","1 Yes","0 No","100",NA,NA,NA,"1 Yes",100,0,15,NA
