"","X","player","season","team","goals_z","xg_z","crosses_z","boxtouches_z","passes_z","progpasses_z","takeons_z","progruns_z","tackles_z","interceptions_z","clearances_z","blocks_z","aerials_z","fouls_z","fouled_z","nsxg_z","off","offplus"
"3758",3758,"Müller",1990,"Brazil",3.05,1.93,0.47,1.71,-0.37,-0.58,-0.68,-0.3,0.53,-0.09,-0.72,-0.57,0.03,0.36,0.9,1.52,-0.88,-0.2725
"3759",3759,"Ricardo Gomes",1990,"Brazil",-0.42,-0.24,-0.65,-0.02,1.1,0.18,-0.68,2.47,0.86,0.33,2.96,1.75,5.94,0.63,0.66,-0.85,2.65,0.33
"3760",3760,"Ricardo Rocha",1990,"Brazil",-0.42,-0.65,-0.09,-0.39,0.05,0.04,-0.68,0.68,-0.15,0.48,0.2,0.8,1.51,-0.18,-0.08,-0.56,0.72,-0.0125
"3761",3761,"Romário",1990,"Brazil",-0.42,-0.1,-0.65,0.35,-1.28,-1.11,-0.33,-0.79,-0.93,-0.97,-0.72,-0.57,0.03,-1.27,-0.33,0.14,-1.9,-0.72
"3762",3762,"Valdo",1990,"Brazil",-0.42,0.76,3.27,-0.26,1.77,0.37,5.01,3.6,0.56,0.93,-0.72,0.8,-0.34,0.36,1.89,1.9,3.97,3.0625
"3763",3763,"Andre Kana-Biyik",1990,"Cameroon",-0.42,-0.43,-0.25,-0.23,-0.49,-0.58,-0.43,-0.72,-0.4,-0.4,-0.15,-0.14,0.59,0.65,-0.55,-0.33,-1.3,-0.495
"3764",3764,"Benjamin Massing",1990,"Cameroon",-0.42,-0.5,-0.65,-0.58,-0.66,-0.62,-0.18,-0.61,-0.23,0,-0.31,0.34,0.07,0.46,-0.9,-0.91,-1.23,-0.515
"3765",3765,"Bertin Ebwelle Ndingue",1990,"Cameroon",-0.42,-0.48,0.14,-0.76,1.13,1.88,-0.68,-0.26,0.4,0.53,1.06,0.52,-0.45,0.84,-0.72,-0.08,1.62,0.27
"3766",3766,"Boneventure Djonkep",1990,"Cameroon",-0.42,-0.36,-0.65,-0.76,-1.37,-1.12,-0.68,-0.83,-0.93,-0.97,-0.72,-0.57,-0.71,-1.27,-1.07,-0.91,-1.95,-0.82
"3767",3767,"Cyrille Makanaky",1990,"Cameroon",-0.42,0.61,-0.65,1.25,0.12,-0.82,0.82,0.89,0.62,-0.46,-0.56,0.34,0.85,2.37,0.5,0.08,0.0700000000000001,0.06
"3768",3768,"Emile Mbouh Mbouh",1990,"Cameroon",-0.42,-0.33,-0.25,-0.5,0.08,-0.14,0.57,0.08,-0.36,0.84,-0.56,0.36,-0.19,1.03,-0.2,-0.67,-0.06,0.065
"3769",3769,"Emmanuel Kunde",1990,"Cameroon",0.81,1.37,-0.25,-0.76,0.48,0.19,-0.43,-0.49,0.21,-0.79,0.01,-0.14,-0.71,-0.31,-1.07,-0.76,-0.3,-0.245
"3770",3770,"Emmanuel Maboang",1990,"Cameroon",-0.42,-0.33,-0.25,-0.5,-0.59,-0.14,-0.68,-0.26,-0.56,-0.58,-0.56,-0.57,-0.71,0.26,-0.37,-0.08,-0.4,-0.3325
"3771",3771,"Eugene Ekéké",1990,"Cameroon",0.81,-0.38,-0.65,-0.41,-1.17,-0.85,-0.68,-0.72,-0.93,-0.97,-0.72,-0.57,-0.71,-1.08,-1.07,-0.51,-1.57,-0.725
"3772",3772,"François Omam-Biyik",1990,"Cameroon",0.81,2.27,-0.65,3.69,0.25,-0.21,2.58,0.66,-0.41,-0.07,-0.48,-0.57,1.64,0.26,0.85,1.71,0.45,0.595
"3773",3773,"Jean-Claude Pagal",1990,"Cameroon",-0.42,-0.55,0.54,-0.76,-0.51,-0.75,-0.43,-0.61,-0.83,-0.29,-0.72,-0.57,-0.71,-0.12,-1.07,0.12,-1.36,-0.3125
"3774",3774,"Jules Denis Onana",1990,"Cameroon",-0.42,-0.65,-0.65,-0.76,-0.73,-0.45,-0.68,-0.83,0.13,-0.4,0.5,1.04,-0.45,1.22,-0.02,-0.67,-1.28,-0.6525
"3775",3775,"Louis Mfede",1990,"Cameroon",-0.42,0.2,2.51,-0.58,-0.2,0.09,1.83,0.54,-0.71,-0.46,-0.72,-0.57,-0.19,-0.5,1.89,1.73,0.63,1.2425
"3776",3776,"Roger Milla",1990,"Cameroon",4.48,0.61,-0.65,0.72,-0.68,-0.85,1.58,-0.38,-0.5,-0.81,-0.64,-0.57,0.33,0.46,0.5,1.32,-1.23,-0.075
"3777",3777,"Stephen Tataw Eta",1990,"Cameroon",-0.42,-0.65,0.54,-0.41,1.56,3.06,-0.18,0.54,0.44,0.33,0.66,0.09,0.07,1.61,0.15,1.25,3.6,0.99
"3778",3778,"Thomas Libiih",1990,"Cameroon",-0.42,-0.48,-0.65,-0.58,-0.72,-0.92,-0.68,-0.95,-0.68,-0.51,-0.72,-0.57,-0.71,-0.69,-1.07,-0.82,-1.87,-0.8
"3779",3779,"Thomas Nkono",1990,"Cameroon",-0.42,-0.65,-0.65,-0.76,0.8,2.45,-0.43,-0.72,-0.78,-0.97,-0.56,-0.57,-0.71,-1.08,-0.37,-0.91,1.73,0.1625
"3780",3780,"Victor Ndip Akem",1990,"Cameroon",-0.42,-0.65,-0.65,-0.76,0.04,-0.38,-0.68,-0.72,0,0.27,1.55,0.3,-0.45,-0.69,-0.9,-0.91,-1.1,-0.6075
"3781",3781,"Andrés Escobar",1990,"Colombia",-0.42,-0.05,-0.65,-0.42,1.49,1,-0.68,-0.35,-0.08,2.6,2.04,3.26,0.65,-0.02,-0.39,-0.91,0.65,-0.17
"3782",3782,"Arnoldo Iguarán",1990,"Colombia",-0.42,0.15,1.42,0.95,-0.84,-0.89,0.3,-0.2,-0.29,-0.63,-0.72,-0.57,0.99,0.49,-0.61,-0.5,-1.09,0.1575
"3783",3783,"Bernardo Redín",1990,"Colombia",2.79,0.62,-0.13,-0.07,0.04,-0.23,0.63,0.4,-0.66,-0.13,-0.72,-0.57,-0.71,-1.02,0.98,0.39,0.17,0.1675
"3784",3784,"Carlos Enrique Estrada",1990,"Colombia",-0.42,1,-0.13,1.41,-0.6,-0.58,-0.03,-0.5,-0.72,-0.44,-0.72,-0.57,-0.03,0.99,2.34,0.59,-1.08,-0.31
"3785",3785,"Carlos Valderrama",1990,"Colombia",1.18,-0.33,-0.65,0.72,2.65,1.66,0.96,-0.2,-0.03,0.62,-0.72,-0.57,-0.71,-0.02,3.25,1.51,1.46,0.4425
"3786",3786,"Freddy Rincon",1990,"Colombia",1.18,1.67,-0.13,1.29,1.02,0.39,0.63,0.1,-0.08,0.79,-0.3,-0.57,-0.37,0.99,2.57,0,0.49,0.2475
"3787",3787,"Gabriel Gomez",1990,"Colombia",-0.42,-0.27,-0.65,-0.76,1.62,1.18,-0.68,-0.5,1.02,3.5,-0.72,0.77,-0.71,2.24,-0.84,-0.77,0.68,-0.1625
"3788",3788,"Gildardo Gómez",1990,"Colombia",-0.42,-0.59,0.38,-0.53,1.42,1.93,0.96,0.55,1.02,1.9,0.23,0.42,-0.03,1.99,0.07,-0.03,2.48,0.955
"3789",3789,"Leonel Alvarez",1990,"Colombia",-0.42,-0.43,-0.13,-0.19,1.88,0.92,0.3,-0.2,2.85,3.89,-0.4,0.75,-0.03,1.74,0.98,-0.23,0.72,0.2225
"3790",3790,"Luis Carlos Perea",1990,"Colombia",-0.42,-0.65,-0.65,-0.76,0.39,0.17,-0.68,-0.65,0.98,1.07,0.66,-0.57,0.31,0.74,-0.61,-0.83,-0.48,-0.4525
"3791",3791,"Luis Fajardo",1990,"Colombia",-0.42,0.24,-0.65,0.5,-0.35,-0.67,0.3,-0.65,-0.93,0.14,-0.72,-0.57,-0.37,-1.02,-0.84,-0.21,-1.32,-0.4175
"3792",3792,"Luis Fernando Herrera",1990,"Colombia",-0.42,-0.65,2.45,-0.76,1.89,3.16,0.63,1.3,1.23,2.36,0.45,0.77,-0.71,-0.27,0.52,0.89,4.46,1.885
"3793",3793,"René Higuita",1990,"Colombia",-0.42,-0.65,-0.65,-0.76,0.75,2.24,-0.03,-0.2,-0.93,-0.63,-0.3,-0.57,-0.37,-1.27,-0.39,-0.83,2.04,0.34
"3794",3794,"Alexandre Guimarães",1990,"Costa Rica",-0.42,-0.65,-0.65,-0.39,-1.14,-0.82,-0.68,-0.46,-0.78,-0.97,-0.72,-0.57,-0.71,-0.73,-0.82,-0.59,-1.28,-0.6525
"3795",3795,"Claudio Jara",1990,"Costa Rica",-0.42,0.73,1.03,1.34,-0.48,-0.77,0.03,0.19,-0.76,-0.06,-0.72,0.56,-0.71,0.09,0.16,0.17,-0.58,0.12
"3796",3796,"Gabelo Conejo",1990,"Costa Rica",-0.42,-0.65,-0.65,-0.76,0.49,0.47,-0.68,-0.95,-0.93,-0.97,-0.6,-0.57,0.03,-1.27,-0.82,-0.91,-0.48,-0.4525
"3797",3797,"Germán Chavarría",1990,"Costa Rica",-0.42,-0.58,-0.09,-0.63,1.28,1.37,-0.33,1.82,0,0.01,0.08,-0.57,-0.71,-1.27,-0.58,-0.63,3.19,0.6925
"3798",3798,"Hermidio Barrantes",1990,"Costa Rica",-0.42,-0.65,-0.65,-0.76,-0.93,-0.53,-0.68,-0.95,-0.93,-0.97,-0.6,-0.57,-0.71,-1.27,-1.07,-0.91,-1.48,-0.7025
"3799",3799,"Hernán Medford",1990,"Costa Rica",1.32,0.04,-0.09,0.35,-1.3,-1.06,0.38,0.35,-0.93,-0.97,-0.6,-0.57,-0.71,-1.27,0.41,-0.47,-0.71,-0.105
"3800",3800,"Héctor Marchena",1990,"Costa Rica",-0.42,0.11,-0.65,0.11,0.33,-0.39,-0.33,0.35,0.7,0.38,2.84,1.32,1.87,1.45,0.41,-0.34,-0.04,-0.255
"3801",3801,"José Carlos Chávez",1990,"Costa Rica",-0.42,-0.51,-0.09,-0.51,1.5,1.85,-0.68,4.25,-0.29,-0.21,1.35,-0.57,0.03,-0.45,-0.82,-0.43,6.1,1.3325
"3802",3802,"Juan Cayasso",1990,"Costa Rica",1.32,0.35,2.15,-0.02,0.53,-0.34,0.74,0.68,-0.09,-0.29,-0.15,0.04,1.14,-0.45,1.15,0.75,0.34,0.8075
"3803",3803,"Marvin Obando",1990,"Costa Rica",-0.42,-0.65,-0.09,-0.14,-1.17,-0.92,-0.33,-0.79,-0.62,-0.97,-0.72,-0.57,-0.34,-1,-0.82,-0.27,-1.71,-0.5325
"3804",3804,"Mauricio Montero",1990,"Costa Rica",-0.42,-0.51,-0.09,-0.51,0.51,-0.2,1.81,1.16,1.52,1.01,3.3,0.94,0.77,1.72,-0.33,-0.47,0.96,0.67
"3805",3805,"Oscar Ramírez",1990,"Costa Rica",-0.42,-0.44,1.03,-0.51,0.47,-0.06,-0.33,0.35,-0.3,0.66,-0.26,-0.57,-0.71,0.63,-0.08,0.75,0.29,0.2475
"3806",3806,"Róger Flores",1990,"Costa Rica",1.32,-0.41,-0.65,-0.26,1.44,0.85,0.03,1,0.28,0.42,4.56,1.76,0.03,-0.18,-0.58,-0.63,1.85,0.3075
"3807",3807,"Róger Gómez",1990,"Costa Rica",-0.42,-0.55,-0.65,-0.76,-0.15,-0.58,-0.68,-0.62,0.1,-0.45,-0.03,0.94,-0.71,0.63,-0.33,-0.72,-1.2,-0.6325
"3808",3808,"Rónald González",1990,"Costa Rica",1.32,0.25,-0.09,0.35,0.42,-0.53,0.74,0.03,0.07,0.72,0.54,0.19,0.77,0.36,1.4,-0.47,-0.5,0.0375
"3809",3809,"Frantisek Straka",1990,"Czechoslovakia",-0.42,-0.65,-0.65,-0.76,-0.24,-0.24,-0.68,-0.69,-0.1,-0.12,0.38,1.46,-0.12,0.9,-0.08,-0.71,-0.93,-0.565
"3810",3810,"Ivan Hasek",1990,"Czechoslovakia",0.97,0.59,1.14,2.11,0.92,1.33,0.74,1.91,0.04,0.39,0.02,1.11,-0.12,0.9,1.49,1.59,3.24,1.28
"3811",3811,"Ivo Knoflicek",1990,"Czechoslovakia",-0.42,0.51,0.69,2.8,-0.24,-0.35,0.74,1.91,-0.3,0.17,-0.63,-0.06,-0.12,0.47,1.1,1.65,1.56,0.7475
"3812",3812,"Jan Stejskal",1990,"Czechoslovakia",-0.42,-0.65,-0.65,-0.76,0.32,1.59,-0.68,-0.69,-0.93,-0.97,-0.72,-0.57,-0.42,-1.27,-0.87,-0.68,0.9,-0.1075
"3813",3813,"Jozef Chovanec",1990,"Czechoslovakia",-0.42,0.29,2.48,-0.17,1.56,0.75,0.17,0.87,0.35,1.42,-0.35,-0.57,-0.42,2.86,-0.67,1.54,1.62,1.0675
"3814",3814,"Ján Kocian",1990,"Czechoslovakia",-0.42,-0.57,-0.65,-0.56,-0.28,-0.39,-0.68,-0.69,-0.09,0.07,0.93,1.85,-0.12,-0.18,-0.67,0.11,-1.08,-0.6025
"3815",3815,"Július Bielik",1990,"Czechoslovakia",-0.42,-0.65,-0.65,-0.76,-0.94,-0.43,-0.68,-0.56,-0.8,0.16,-0.54,-0.57,-0.12,-0.18,-1.07,-0.79,-0.99,-0.58
"3816",3816,"Lubomír Moravcik",1990,"Czechoslovakia",-0.42,0.98,2.04,0.43,-0.05,0.45,3.02,2.3,0.37,-0.24,-0.54,-0.57,-0.12,1.77,1.1,1.93,2.75,1.9525
"3817",3817,"Lubos Kubik",1990,"Czechoslovakia",0.97,1,1.59,0.03,0.05,0.07,1.03,0.74,0.22,0.37,-0.35,-0.09,-0.12,1.34,0.51,1.57,0.81,0.8575
"3818",3818,"Michal Bílek",1990,"Czechoslovakia",2.36,6.87,3.38,0.23,1.37,1.9,-0.68,0.87,-0.48,0.96,0.38,-0.06,-0.12,0.9,0.11,2.21,2.77,1.3675
"3819",3819,"Miroslav Kadlec",1990,"Czechoslovakia",-0.42,0.2,0.69,-0.56,0.71,0.26,-0.11,0.48,0.55,0.91,2.5,4.02,1.36,0.25,0.51,0.24,0.74,0.33
"3820",3820,"Stanislav Griga",1990,"Czechoslovakia",-0.42,-0.43,-0.2,-0.07,-1.34,-1.12,-0.4,-0.82,-0.79,-0.8,-0.72,-0.57,-0.71,-1.05,-1.07,0.03,-1.94,-0.635
"3821",3821,"Tomás Skuhravý",1990,"Czechoslovakia",6.53,4.12,-0.2,5.07,-0.31,-0.89,-0.4,-0.56,-0.93,-0.41,-0.35,-0.09,4.02,0.69,2.68,0.31,-1.45,-0.5125
"3822",3822,"Vladimír Kinier",1990,"Czechoslovakia",-0.42,-0.65,-0.65,-0.76,-1.18,-0.96,-0.68,-0.95,-0.56,-0.3,-0.17,0.1,-0.71,-0.83,-1.07,-0.91,-1.91,-0.81
"3823",3823,"Vladimír Weiss",1990,"Czechoslovakia",-0.42,-0.65,-0.65,-0.56,-1.15,-1.04,-0.68,-0.17,-0.56,-0.8,-0.72,-0.57,-0.42,-0.83,-0.67,-0.63,-1.21,-0.635
"3824",3824,"Václav Nemecek",1990,"Czechoslovakia",-0.42,-0.32,-0.2,-0.66,-0.85,-0.66,-0.11,-0.69,-0.3,0.06,0.02,-0.09,-0.42,-0.18,-0.28,-0.74,-1.35,-0.415
"3825",3825,"Adel Abdelrahman",1990,"Egypt",-0.42,-0.65,-0.65,-0.43,-1.39,-1.09,-0.68,-0.95,-0.93,-0.97,-0.72,-0.57,-0.22,-1.27,-1.07,-0.91,-2.04,-0.8425
"3826",3826,"Ahmed Abdou El Kass",1990,"Egypt",-0.42,0.5,-0.65,0.56,0.03,-0.77,1.69,0.13,-0.67,-0.1,-0.11,-0.57,-0.71,1.26,0.57,-0.74,-0.64,0.1
"3827",3827,"Ahmed Ramzy",1990,"Egypt",-0.42,-0.51,0.84,-0.26,-0.73,-0.58,0.27,-0.08,0.71,-0.77,0.35,-0.57,-0.22,0.54,-0.08,0.2,-0.66,0.1125
"3828",3828,"Ahmed Shobeir",1990,"Egypt",-0.42,-0.65,-0.65,-0.76,0.37,0.69,-0.68,-0.73,-0.93,-0.97,-0.41,-0.57,-0.22,-1.27,0.57,-0.91,-0.04,-0.3425
"3829",3829,"Gamal Abdelhamid",1990,"Egypt",-0.42,0.45,0.1,1.22,-0.56,-0.77,-0.21,-0.73,-0.93,-0.34,-0.11,-0.57,1.26,-0.18,-0.74,0.49,-1.5,-0.4025
"3830",3830,"Hany Ramzy",1990,"Egypt",-0.42,-0.65,-0.65,-0.76,0.59,0.37,-0.68,-0.95,-0.15,0.09,5.71,2.07,-0.22,-0.91,-0.41,-0.27,-0.58,-0.4775
"3831",3831,"Hesham Yakan",1990,"Egypt",-0.42,-0.65,-0.65,-0.76,-0.09,-0.2,0.27,-0.73,1.89,-0.34,2.96,-0.57,3.23,0.54,-0.08,-0.57,-0.93,-0.3275
"3832",3832,"Hossam Hassan",1990,"Egypt",-0.42,0.13,-0.65,1.05,-0.6,-0.84,0.27,0.13,-0.93,-0.1,-0.57,-0.57,0.77,2.35,1.56,-0.19,-0.71,-0.2725
"3833",3833,"Ibrahim Hassan Hussein",1990,"Egypt",-0.42,-0.65,0.84,-0.76,1.35,2.28,-0.21,-0.52,0.7,1.01,3.26,-0.57,0.27,2.35,0.57,1.65,1.76,0.5975
"3834",3834,"Ismail Youseff",1990,"Egypt",-0.42,-0.6,-0.65,-0.76,0.44,-0.39,0.27,-0.3,0.28,0.93,-0.57,-0.57,-0.22,0.18,2.22,-0.66,-0.69,-0.2675
"3835",3835,"Magdy Abdelghani",1990,"Egypt",1.9,4.13,-0.65,-0.43,1.1,-0.07,0.27,-0.73,-0.15,0.52,0.51,-0.57,2.24,-0.18,-0.08,-0.91,-0.8,-0.295
"3836",3836,"Magdy Tolba",1990,"Egypt",-0.42,0.22,-0.65,-0.43,-0.78,-0.58,-0.21,-0.73,-0.25,-0.77,-0.72,-0.57,-0.22,-1.27,-0.74,-0.74,-1.31,-0.5425
"3837",3837,"Osama Oraby",1990,"Egypt",-0.42,-0.65,-0.65,-0.76,-0.65,-0.65,-0.21,-0.73,-0.46,-0.97,-0.57,-0.57,-0.71,-0.18,0.25,-0.62,-1.38,-0.56
"3838",3838,"Rabie Yassein",1990,"Egypt",-0.42,-0.65,0.1,-0.76,0.59,0.82,0.74,0.79,-0.41,0.73,2.19,1.13,-0.71,-0.91,-0.08,-0.57,1.61,0.6125
"3839",3839,"Taher Abouzeid",1990,"Egypt",-0.42,-0.65,-0.65,-0.76,-1.29,-1.09,-0.68,-0.95,0.01,-0.97,-0.57,-0.57,-0.71,-1.27,-1.07,-0.91,-2.04,-0.8425
"3840",3840,"Bryan Robson",1990,"England",-0.42,-0.32,-0.65,-0.45,-1.13,-1.06,-0.51,-0.79,-0.72,-0.73,-0.15,-0.57,-0.16,-0.86,-0.95,-0.91,-1.85,-0.7525
"3841",3841,"Chris Waddle",1990,"England",-0.42,-0.49,1.59,0.23,0.71,0.95,2.7,2.22,0.36,-0.14,-0.38,-0.57,-0.16,-0.86,0.53,1.68,3.17,1.865
"3842",3842,"David Platt",1990,"England",2.19,0.38,-0.65,0.91,-0.74,-0.84,0.38,-0.54,0.26,-0.73,-0.32,-0.57,0.21,-0.18,-0.45,-0.67,-1.38,-0.4125
"3843",3843,"Des Walker",1990,"England",-0.42,-0.65,-0.65,-0.76,0.04,-0.68,-0.33,-0.46,0.48,0.72,3.59,-0.22,0.77,0.36,-0.08,-0.91,-1.14,-0.53
"3844",3844,"Gary Lineker",1990,"England",3.05,3.98,0.47,2.14,-0.27,-0.8,-0.33,-0.22,-0.64,-0.97,-0.66,-0.57,0.03,0.09,0.9,1.25,-1.02,-0.22
"3845",3845,"Gary Stevens",1990,"England",-0.42,-0.65,-0.65,-0.76,-0.7,-0.32,-0.68,-0.54,-0.67,-0.67,-0.49,-0.22,-0.53,-1,-1.07,-0.79,-0.86,-0.5475
"3846",3846,"John Barnes",1990,"England",-0.42,-0.37,-0.37,-0.33,-0.6,-0.68,0.56,-0.38,-0.67,-0.97,-0.32,-0.57,0.21,-0.18,0.78,-0.02,-1.06,-0.2175
"3847",3847,"Mark Wright",1990,"England",0.45,0.09,-0.65,0.72,0.67,-0.03,0.03,1.9,0.18,0.01,1.81,1.01,3.54,0.09,-0.95,-0.66,1.87,0.3125
"3848",3848,"Paul Gascoigne",1990,"England",-0.42,0,2.71,0.42,0.35,0.21,4.66,1.49,-0.08,0.1,-0.15,0.49,-0.16,0.36,2.26,3.12,1.7,2.2675
"3849",3849,"Paul Parker",1990,"England",-0.42,-0.51,0.75,-0.14,0.44,0.54,-0.33,-0.38,0.38,0.01,1.18,-0.33,0.58,0.5,-0.08,0.32,0.16,0.145
"3850",3850,"Peter Beardsley",1990,"England",-0.42,-0.51,-0.37,-0.33,-0.8,-0.84,0.21,-0.54,0,-0.76,-0.66,-0.57,-0.34,-0.32,-0.95,-0.67,-1.38,-0.385
"3851",3851,"Peter Shilton",1990,"England",-0.42,-0.65,-0.65,-0.76,0.54,2.31,-0.68,-0.87,-0.93,-0.97,-0.66,-0.57,-0.71,-1.13,-0.82,-0.91,1.44,0.0275
"3852",3852,"Steve Bull",1990,"England",-0.42,0.06,-0.65,0.23,-1.3,-1.13,-0.68,-0.95,-0.93,-0.97,-0.72,-0.57,-0.16,-0.59,-0.7,-0.91,-2.08,-0.8525
"3853",3853,"Steve McMahon",1990,"England",-0.42,-0.53,-0.65,-0.51,-0.69,-0.73,-0.68,-0.87,-0.35,-0.25,-0.38,-0.57,-0.53,-0.86,-0.7,-0.69,-1.6,-0.7325
"3854",3854,"Stuart Pearce",1990,"England",-0.42,0.09,0.75,-0.08,0.68,1.64,-0.15,0.11,1.22,0.31,1.69,0.22,0.4,0.22,0.16,0.43,1.75,0.5875
"3855",3855,"Terry Butcher",1990,"England",-0.42,-0.51,-0.65,-0.08,0.09,0.13,-0.68,-0.38,-0.36,-0.02,1.52,0.22,1.14,-1,-0.82,-0.66,-0.25,-0.395
"3856",3856,"Tony Dorigo",1990,"England",-0.42,-0.65,0.19,-0.76,-1.09,-0.58,-0.51,-0.38,-0.93,-0.88,-0.6,-0.57,-0.71,-1.13,-0.95,-0.61,-0.96,-0.32
"3857",3857,"Trevor Steven",1990,"England",-0.42,-0.62,-0.37,-0.51,-0.91,-0.75,-0.15,-0.38,-0.65,-0.7,-0.6,-0.27,-0.71,-1.13,-0.7,-0.61,-1.13,-0.4125
"3858",3858,"Aldo Serena",1990,"Italy",0.53,-0.24,-0.65,0.05,-1.22,-1.15,-0.68,-0.95,-0.79,-0.97,-0.59,-0.57,-0.31,-0.23,0.28,-0.83,-2.1,-0.8575
"3859",3859,"Andrea Carnevale",1990,"Italy",-0.42,0.05,-0.65,0.45,-1.22,-1.1,-0.68,-0.95,-0.93,-0.97,-0.72,-0.57,-0.11,-0.82,-0.53,-0.6,-2.05,-0.845
"3860",3860,"Carlo Ancelotti",1990,"Italy",-0.42,-0.46,-0.65,-0.76,-0.66,-0.63,-0.49,-0.77,-0.73,-0.47,-0.66,-0.57,-0.51,-0.68,-0.67,-0.7,-1.4,-0.635
"3861",3861,"Ciro Ferrara",1990,"Italy",-0.42,-0.57,-0.65,-0.76,-1.22,-0.97,-0.68,-0.86,-0.75,-0.15,-0.28,-0.57,-0.11,-1.12,-0.93,-0.86,-1.83,-0.79
"3862",3862,"Fernando De Napoli",1990,"Italy",-0.42,-0.57,0.57,-0.49,0.84,0.56,0.09,-0.33,2.56,0.18,-0.28,-0.06,-0.71,0.21,0.68,-0.01,0.23,0.2225
"3863",3863,"Franco Baresi",1990,"Italy",-0.42,-0.56,-0.65,-0.56,2.05,1.55,-0.49,1.36,1.33,0.29,0.97,8.93,-0.71,-0.97,-0.13,0.15,2.91,0.4425
"3864",3864,"Gianluca Vialli",1990,"Italy",-0.42,1.38,0.57,0.12,-0.8,-0.95,-0.49,-0.24,-0.93,-0.66,-0.66,-0.57,-0.11,-0.23,0.28,0.39,-1.19,-0.2775
"3865",3865,"Giuseppe Bergomi",1990,"Italy",-0.42,-0.48,-0.34,-0.22,1.22,0.69,-0.68,0.38,1.36,1.16,0.78,-0.57,-0.11,0.21,-0.4,-0.79,1.07,0.0124999999999999
"3866",3866,"Giuseppe Giannini",1990,"Italy",0.53,0.31,0.27,-0.02,2.11,0.77,1.06,0.11,-0.34,-0.18,-0.66,-0.06,-0.31,-0.08,0.41,1.39,0.88,0.5525
"3867",3867,"Luigi De Agostini",1990,"Italy",-0.42,0.38,0.88,-0.29,0.29,-0.01,-0.49,0.56,1.21,0.9,-0.28,-0.57,-0.11,-0.38,-0.26,0.46,0.55,0.235
"3868",3868,"Nicola Berti",1990,"Italy",-0.42,-0.44,-0.34,-0.15,-0.46,-0.89,0.09,-0.51,0.91,0.03,-0.41,-0.57,-0.31,-0.53,-0.13,-0.57,-1.4,-0.4125
"3869",3869,"Paolo Maldini",1990,"Italy",-0.42,-0.2,0.27,0.52,1.03,0.51,0.29,1.09,1.96,2.53,1.22,0.15,1.91,0.66,1.22,-0.11,1.6,0.54
"3870",3870,"Pietro Vierchowod",1990,"Italy",-0.42,-0.54,-0.65,-0.56,-1.03,-1,-0.68,-0.68,-0.75,0.16,-0.22,0.86,-0.51,-0.97,-0.8,-0.77,-1.68,-0.7525
"3871",3871,"Riccardo Ferri",1990,"Italy",-0.42,-0.03,-0.65,-0.35,0.3,-0.22,-0.68,-0.77,0.62,1.72,0.85,-0.57,0.7,0.06,0.54,-0.58,-0.99,-0.58
"3872",3872,"Roberto Baggio",1990,"Italy",1.48,0.97,0.88,0.79,-0.34,-0.45,1.06,0.56,-0.07,-0.31,-0.59,-0.57,-0.51,-0.38,1.62,1.58,0.11,0.5125
"3873",3873,"Roberto Donadoni",1990,"Italy",-0.42,-0.2,2.1,-0.02,0.59,0.75,3.01,2.95,-0.93,0.33,-0.59,-0.57,0.09,0.06,2.16,1.93,3.7,2.2025
"3874",3874,"Salvatore Schillaci",1990,"Italy",5.26,3.33,-0.34,1.6,-0.48,-1,0.87,0.03,-0.57,-0.97,-0.72,0.1,0.3,0.36,2.02,0.36,-0.97,-0.11
"3875",3875,"Walter Zenga",1990,"Italy",-0.42,-0.65,-0.65,-0.76,0.31,1.87,-0.68,-0.95,-0.93,-0.97,-0.72,-0.57,-0.71,-1.27,-0.67,-0.91,0.92,-0.1025
"3876",3876,"Adri van Tiggelen",1990,"Netherlands",-0.42,-0.62,-0.65,-0.63,1.1,0.95,-0.33,0.68,1.67,1.39,1.92,1.21,2.98,1.17,-0.58,-0.31,1.63,0.1625
"3877",3877,"Aron Winter",1990,"Netherlands",-0.42,-0.13,-0.65,-0.14,-1.19,-0.96,-0.33,-0.62,-0.68,-0.29,-0.72,2.11,-0.71,-0.73,-1.07,-0.91,-1.58,-0.64
"3878",3878,"Berry Van Aerle",1990,"Netherlands",-0.42,-0.65,0.47,-0.76,1.46,1.37,-0.33,0.19,1.54,0.05,0.54,0.73,0.4,0.09,0.66,0.46,1.56,0.425
"3879",3879,"Erwin Koeman",1990,"Netherlands",-0.42,-0.65,1.59,-0.76,-1.21,-0.73,-0.68,-0.95,-0.21,-0.97,-0.72,-0.57,-0.71,-1,-0.58,0.49,-1.68,-0.1925
"3880",3880,"Frank Rijkaard",1990,"Netherlands",-0.42,0.04,-0.65,0.97,1.46,0.99,0.74,0.84,0.9,0.03,1.35,-0.57,2.98,1.45,-0.58,0.11,1.83,0.48
"3881",3881,"Gerald Vanenburg",1990,"Netherlands",-0.42,-0.65,-0.09,-0.76,-1.19,-1.06,-0.68,-0.95,-0.93,-0.97,-0.72,-0.57,-0.71,-1.27,-1.07,-0.47,-2.01,-0.695
"3882",3882,"Graeme Wayne Rutjes",1990,"Netherlands",-0.42,-0.65,-0.65,-0.76,-0.88,-0.77,-0.68,-0.95,-0.57,-0.64,0.43,-0.57,0.4,-0.73,-1.07,-0.69,-1.72,-0.7625
