"","player","season","team","goals_z","xg_z","crosses_z","boxtouches_z","passes_z","progpasses_z","takeons_z","progruns_z","tackles_z","interceptions_z","clearances_z","blocks_z","aerials_z","fouls_z","fouled_z","nsxg_z"
"4971","Paolo Rossi",1978,"Italy",2.35,1.01,1.4,1.48,0.31,-0.57,1.36,-0.12,0.15,-0.92,-0.67,-0.07,0.79,0.2,1.56,1.29
"4972","Patrizio Sala",1978,"Italy",-0.46,-0.65,-0.75,-0.75,-1.26,-1.11,-0.91,-1.18,-0.73,-0.85,-0.67,0.1,-0.06,-0.62,-0.93,-1.01
"4973","Renato Zaccarelli",1978,"Italy",0.47,-0.35,0.32,0.03,-0.67,-0.72,-0.45,-0.69,-0.25,-0.28,-0.01,-0.57,0.16,-0.78,-0.64,-0.28
"4974","Roberto Bettega",1978,"Italy",1.41,2.2,-0.75,2.41,0.11,-0.69,1.21,-0.05,-0.73,-0.5,-0.01,-0.57,3.98,0.2,2.87,0.38
"4975","Romeo Benetti",1978,"Italy",0.47,-0.02,0.06,-0.28,0.75,0.1,-0.3,0.02,0.47,0.66,-0.07,0.51,-0.69,2.33,-0.2,-0.18
"4976","Alfredo Tena",1978,"Mexico",-0.46,-0.71,-0.75,-0.75,-1.14,-0.76,-0.91,-1.18,1.77,0.14,0.79,0.13,1.29,-0.89,-0.39,-1.01
"4977","Antonio de la Torre",1978,"Mexico",-0.46,0.31,-0.12,0.1,1.79,1.22,0.15,1.28,0.49,0.93,-0.03,-0.57,-0.69,-0.51,-0.05,0.76
"4978","Arturo Vazquez Ayala",1978,"Mexico",1.72,2.49,-0.12,-0.75,1.66,1.79,0.15,0.63,0.53,1.38,1.49,1.07,-0.69,0.26,1.31,-0.28
"4979","Carlos Gomez",1978,"Mexico",-0.46,-0.71,-0.75,-0.75,-0.66,-0.48,-0.56,-0.52,-0.53,-0.19,0.52,0.26,-0.69,-1.27,-0.73,-1.01
"4980","Cristobal Ortega",1978,"Mexico",-0.46,-0.34,0.5,-0.14,-0.98,-1.11,-0.56,-0.19,-0.79,-0.19,-0.72,-0.57,-0.69,-0.89,0.97,-0.25
"4981","Eduardo Ramos",1978,"Mexico",-0.46,-0.71,-0.75,-0.63,-0.58,0.44,-0.56,-0.52,-0.15,0.32,1.35,2.76,0.3,-0.51,-0.05,-1.01
"4982","Enrique Lopez",1978,"Mexico",-0.46,-0.6,0.5,-0.75,-1.11,-0.62,-0.91,-0.69,-1.05,-0.84,-0.59,-0.57,-0.69,-1.27,-0.39,-0.31
"4983","Gerardo Lugo Gomez",1978,"Mexico",-0.46,0.27,-0.12,0.1,-0.87,-0.69,0.5,-0.03,-1.05,-1.02,-0.72,-0.57,-0.69,-0.89,-1.08,-0.22
"4984","Guillermo Mendizabal",1978,"Mexico",-0.46,0.35,0.5,0.82,0.54,-0.48,0.85,1.94,-0.08,0.1,-0.31,-0.57,-0.2,-0.13,0.63,0.82
"4985","Hugo Sanchez",1978,"Mexico",-0.46,1.65,1.13,3.12,0.81,0.09,0.15,0.79,0.45,-0.45,-0.72,-0.57,-0.2,-0.89,1.31,2.97
"4986","Ignacio Flores",1978,"Mexico",-0.46,-0.71,-0.12,-0.63,-1.17,-0.9,-0.56,-0.85,-0.26,-0.4,0.24,0.26,-0.69,-0.89,-0.39,-0.47
"4987","Javier Cardenas",1978,"Mexico",-0.46,-0.67,-0.12,-0.75,-0.95,-0.97,-0.91,-1.02,-0.79,-0.81,-0.72,-0.57,-0.69,-0.89,-1.08,-0.69
"4988","Jesus Martinez",1978,"Mexico",-0.46,-0.64,-0.75,-0.75,-0.07,0.02,-0.2,0.46,0.36,0.5,-0.03,-0.57,-0.69,-0.13,-0.73,-0.88
"4989","Jose Pilar Reyes",1978,"Mexico",-0.46,-0.71,-0.75,-0.75,-0.63,0.09,-0.91,-1.18,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-1.08,-1.01
"4990","Leonardo Cuellar",1978,"Mexico",-0.46,1.22,3.63,1.67,2.4,2.14,1.91,2.76,-0.83,-0.08,-0.03,-0.57,0.3,-0.89,1.31,3.47
"4991","Pedro Soto",1978,"Mexico",-0.46,-0.71,-0.75,-0.75,-0.47,0.94,-0.91,-1.02,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-1.08,-1.01
"4992","Raul Isiordia",1978,"Mexico",-0.46,-0.34,1.13,0.1,-0.9,-0.41,0.85,0.79,-0.66,-1.02,-0.59,-0.57,-0.69,-1.27,-0.05,0.89
"4993","Rigoberto Cisneros",1978,"Mexico",-0.46,0.13,-0.75,-0.39,-1.01,-0.55,-0.91,-0.85,-0.26,0.44,1.07,1.07,1.79,-0.89,-1.08,-1.01
"4994","Victor Rangel",1978,"Mexico",1.72,1.29,-0.12,2.27,-0.21,-0.83,-0.91,-0.69,0,-0.45,-0.72,-0.57,-0.2,1.02,1.65,0.38
"4995","Adrie van Kraay",1978,"Netherlands",-0.46,-0.71,-0.49,-0.75,-1.5,-1.21,-0.76,-1.05,-0.8,-1.02,-0.55,-0.57,-0.69,-0.96,-1.08,-0.81
"4996","Arie Haan",1978,"Netherlands",1.32,0.23,2.32,0.14,0.8,0.64,-0.62,0.1,2.43,0.96,-0.55,-0.19,-0.49,2.32,0.74,1.63
"4997","Dick Nanninga",1978,"Netherlands",0.43,-0.19,-0.75,0.49,-1.37,-1.15,-0.91,-1.11,-1.05,-0.62,-0.72,-0.57,0.93,-1.12,-0.8,-0.62
"4998","Ernie Brandts",1978,"Netherlands",1.32,-0.44,-0.75,-0.5,-0.86,-0.95,-0.76,-0.58,-0.05,-0.14,0.8,0.3,0.52,0.29,-0.94,-0.93
"4999","Jan Boskamp",1978,"Netherlands",-0.46,-0.59,-0.49,-0.65,-1.2,-1.18,-0.76,-1.18,-0.67,-0.95,-0.67,-0.57,-0.69,-0.8,-0.66,-0.69
"5000","Jan Jongbloed",1978,"Netherlands",-0.46,-0.71,-0.75,-0.75,-0.2,1.34,-0.91,-1.18,-1.05,-1.02,-0.67,-0.57,-0.69,-1.27,-0.8,-1.01
"5001","Jan Poortvliet",1978,"Netherlands",-0.46,-0.22,-0.49,-0.16,0.24,-0.17,-0.76,-0.17,1.01,0.4,0.12,-0.13,0.12,1.7,-0.66,-0.56
"5002","Johan Neeskens",1978,"Netherlands",-0.46,0.59,0.02,1.43,-0.33,-0.63,-0.33,-0.24,0.44,0.18,-0.16,-0.57,1.34,0.14,0.6,-0.27
"5003","Johnny Rep",1978,"Netherlands",2.22,1.4,0.53,1.53,-0.05,-0.28,0.39,1.17,-0.44,-0.68,-0.61,-0.57,1.34,1.07,1.3,0.58
"5004","Piet Schrijvers",1978,"Netherlands",-0.46,-0.71,-0.75,-0.75,-0.94,-0.31,-0.91,-1.18,-1.05,-1.02,-0.67,-0.57,-0.69,-1.27,-0.94,-1.01
"5005","Piet Wildschut",1978,"Netherlands",-0.46,-0.65,-0.49,-0.65,-0.93,-1.01,0.1,-0.64,-0.69,-0.4,-0.33,-0.57,-0.29,-0.18,-0.1,-0.93
"5006","Rene van de Kerkhof",1978,"Netherlands",0.43,0.17,3.6,0.98,-0.11,-0.25,1.54,1.31,-0.1,0.34,-0.67,-0.57,-0.49,0.45,0.6,2.13
"5007","Rob Rensenbrink",1978,"Netherlands",4.01,6.71,-0.24,3.36,-0.08,-0.75,1.11,0.9,0.01,-0.4,-0.5,-0.19,0.32,0.29,1.16,0.62
"5008","Ruud Krol",1978,"Netherlands",-0.46,-0.44,-0.24,-0.7,2.43,1.77,0.24,1.78,2.38,1.53,1.31,1.84,0.52,1.23,-0.38,0.45
"5009","Willy van de Kerkhof",1978,"Netherlands",0.43,0.35,1.3,0.09,1.2,1.16,0.82,0.7,3.45,2.31,-0.16,-0.2,-0.69,2.32,-0.24,1.16
"5010","Wim Jansen",1978,"Netherlands",-0.46,-0.57,1.81,-0.5,1.09,0.59,-0.19,0.7,1.63,1.47,0.12,-0.57,0.12,0.45,0.6,0.95
"5011","Wim Rijsbergen",1978,"Netherlands",-0.46,-0.69,-0.49,-0.75,-0.82,-0.77,-0.76,-0.58,-0.37,-0.11,-0.05,-0.27,-0.29,-0.02,-0.24,-0.79
"5012","Wim Suurbier",1978,"Netherlands",-0.46,-0.57,0.02,-0.65,-0.39,-0.34,-0.91,-0.78,0.28,-0.45,0.01,0.01,-0.29,0.92,-0.8,-0.67
"5013","Alfredo Quesada",1978,"Peru",-0.46,-0.56,-0.75,-0.63,-0.29,-0.55,-0.91,-0.61,0.1,-0.21,-0.45,-0.57,-0.69,-0.51,-0.56,-0.91
"5014","Cesar Cueto",1978,"Peru",0.63,0.11,-0.43,0.04,1.62,0.51,0.68,0.3,0.36,-0.41,-0.45,-0.04,-0.69,1.02,-0.56,1.07
"5015","Guillermo La Rosa",1978,"Peru",-0.46,0.05,-0.75,0.46,-0.53,-1.04,-0.56,-0.28,-0.52,-0.58,-0.45,0.42,0.05,-0.32,0.46,-0.25
"5016","Hector Chumpitaz",1978,"Peru",-0.46,-0.4,-0.75,-0.75,0.57,1.22,-0.38,0.05,0.59,1.3,2.38,1.62,0.05,-0.32,-0.39,-0.88
"5017","Hugo Sotil",1978,"Peru",-0.46,-0.71,-0.75,-0.51,-1.18,-1.22,-0.73,-1.1,-0.98,-1.02,-0.72,-0.57,-0.2,-0.89,-0.39,-0.82
"5018","Jaíme Duarte",1978,"Peru",-0.46,-0.51,-0.75,-0.69,1.28,1.5,-0.38,0.54,0.24,-0.19,1,-0.57,0.55,1.59,0.29,-0.99
"5019","José Navarro",1978,"Peru",-0.46,-0.71,-0.75,-0.75,-0.82,-0.51,-0.56,-0.85,-0.61,0.07,-0.38,-0.57,-0.2,0.07,-0.73,-0.83
"5020","José Velâsquez",1978,"Peru",0.63,-0.33,-0.75,-0.57,0.66,-0.02,-0.73,-0.03,1.31,1.14,0.59,1.43,0.55,1.02,-0.56,-0.71
"5021","Juan Munante",1978,"Peru",-0.46,0.15,2.07,0.22,-0.31,-0.37,2.97,1.69,-0.98,-0.85,-0.72,-0.57,-0.2,0.07,2,0.71
"5022","Juan Oblitas",1978,"Peru",-0.46,0.09,0.19,0.82,0.11,-0.12,2.44,2.19,-0.5,-0.69,-0.66,-0.1,-0.2,0.26,2.34,0.57
"5023","Percy Rojas",1978,"Peru",-0.46,-0.56,-0.75,-0.75,-1.45,-1.29,-0.56,-1.1,-1.05,-0.93,-0.72,-0.57,-0.69,-1.27,-1.08,-1.01
"5024","Ramón Quiroga",1978,"Peru",-0.46,-0.71,-0.75,-0.75,0.69,2.21,-0.91,-1.02,-0.88,-1.02,-0.59,-0.57,-0.69,-1.08,0.29,-1.01
"5025","Raul Gorriti",1978,"Peru",-0.46,-0.67,-0.75,-0.75,-1.41,-1.15,-0.73,-1.02,-0.99,-0.97,-0.66,-0.57,-0.69,-0.89,-1.08,-1.01
"5026","Roberto Rojas",1978,"Peru",-0.46,-0.49,0.19,-0.27,-1.29,-1.08,-0.73,-0.85,-0.93,-0.83,-0.45,-0.57,-0.69,-0.89,-0.9,-0.61
"5027","Rodolfo Manzo",1978,"Peru",-0.46,-0.71,-0.75,-0.75,-0.67,-0.55,-0.73,-1.02,-0.16,1.06,2.73,1.57,0.79,1.02,-0.05,-0.93
"5028","Rubén Toribio Díaz",1978,"Peru",-0.46,-0.71,-0.75,-0.75,-0.65,0.02,-0.38,-0.77,0.35,-0.32,0.17,-0.06,-0.69,0.83,-0.9,-0.98
"5029","Teófilo Cubillas",1978,"Peru",5,3.94,-0.75,0.04,1.63,0.97,1.73,1.86,-0.31,0,-0.66,-0.2,-0.45,-1.08,0.63,1.85
"5030","Adam Nawalka",1978,"Poland",-0.46,-0.44,-0.12,0.4,0.43,0.16,1.21,0.79,0.16,0.9,-0.38,-0.18,1.54,1.4,0.97,0.54
"5031","Andrzej Iwan",1978,"Poland",-0.46,-0.18,-0.43,0.46,-1.5,-1.25,-0.73,-0.93,-0.81,-1.02,-0.59,-0.57,0.3,-0.7,-0.73,-0.74
"5032","Andrzej Szarmach",1978,"Poland",0.63,1.25,-0.75,1.91,-0.79,-0.65,-0.2,-0.03,-0.44,-0.51,-0.59,-0.57,2.03,-0.13,0.29,0.59
"5033","Antoni Szymanawski",1978,"Poland",-0.46,-0.64,0.19,-0.75,1.79,2.5,0.5,2.43,1.78,0.72,0.66,0.21,0.05,-0.32,0.63,-0.06
"5034","Bohdan Masztaler",1978,"Poland",-0.46,-0.31,0.5,-0.39,-0.09,-0.3,-0.73,-0.28,-0.42,-0.33,-0.52,0.32,-0.69,0.64,-0.73,-0.3
"5035","Grzegorz Lato",1978,"Poland",1.72,1.49,1.76,2.82,-0.13,-0.3,1.03,0.79,0.73,-0.06,-0.38,-0.57,-0.2,0.45,0.63,2.98
"5036","Henryk Kasperczak",1978,"Poland",-0.46,-0.2,1.13,-0.33,0.49,0.27,0.32,1.37,1.6,0.62,-0.03,0.75,-0.69,0.83,-0.22,0.55
"5037","Henryk Maculewicz",1978,"Poland",-0.46,-0.53,1.44,-0.63,0.85,1.82,-0.38,1.53,1.58,0.66,0.52,0.17,0.55,2.17,-0.39,1.72
"5038","Jan Tomaszewski",1978,"Poland",-0.46,-0.71,-0.75,-0.75,-0.21,0.66,-0.91,-1.1,-1.05,-1.02,-0.59,-0.57,-0.69,-1.27,-1.08,-0.93
"5039","Jerzy Gorgon",1978,"Poland",-0.46,-0.38,-0.75,-0.45,-0.15,-0.02,-0.91,-0.77,-0.15,-0.43,1.14,0.62,0.3,0.45,-0.56,-0.6
"5040","Kazimierz Deyna",1978,"Poland",0.63,3.62,3.01,1.37,1.96,1.43,1.21,1.94,-0.46,0.62,-0.45,-0.21,-0.45,-0.51,0.12,3.79
"5041","Wladyslaw Zmuda",1978,"Poland",-0.46,-0.67,-0.43,-0.69,-0.02,-0.37,-0.56,0.46,1.96,0.35,1.28,-0.57,1.54,1.78,-0.22,-0.47
"5042","Wlodzimierz Lubanski",1978,"Poland",-0.46,-0.04,-0.12,0.58,-0.99,-0.83,-0.73,-0.44,-0.94,-0.61,-0.72,-0.57,-0.2,-0.89,-0.9,0.9
"5043","Wojciech Rudy",1978,"Poland",-0.46,-0.67,-0.12,-0.75,-1.05,-0.69,-0.91,-0.93,-1.05,-0.89,-0.59,-0.57,-0.69,-0.7,-0.9,-0.68
"5044","Zbigniew Boniek",1978,"Poland",1.72,0.67,0.5,0.88,0.35,-0.3,2.26,1.45,-0.16,0.45,-0.59,-0.15,0.05,0.64,1.14,1.28
"5045","Zygmunt Kukla",1978,"Poland",-0.46,-0.71,-0.75,-0.75,-0.99,-0.69,-0.91,-1.18,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-1.08,-1.01
"5046","Alan Rough",1978,"Scotland",-0.46,-0.71,-0.75,-0.75,0.75,2.57,-0.91,-1.18,-1.05,-1.02,-0.72,-0.57,-0.69,-0.89,-0.73,-0.85
"5047","Archie Gemmill",1978,"Scotland",3.91,2.6,1.76,-0.14,0.33,0.51,0.5,-0.36,-0.26,0.2,-0.59,0.59,-0.2,0.26,1.31,2.08
"5048","Asa Hartford",1978,"Scotland",-0.46,1.44,1.13,0.1,1.07,0.37,1.91,1.28,-0.31,0.78,-0.72,0.59,-0.69,0.26,0.97,1.61
"5049","Bruce Rioch",1978,"Scotland",-0.46,0.53,-0.12,0.34,-0.1,-0.62,0.15,0.3,0.43,-0.73,-0.59,-0.57,-0.2,-0.13,0.29,0.16
"5050","Donald Masson",1978,"Scotland",-0.46,2.56,-0.12,-0.02,-0.74,-0.41,-0.2,-0.52,-1.05,-0.44,-0.59,-0.57,-0.69,-1.27,-0.73,0.95
"5051","Graeme Souness",1978,"Scotland",-0.46,-0.71,1.76,-0.02,0.01,-0.55,-0.56,-0.03,-0.68,-1.02,-0.59,-0.57,-0.69,-0.13,-0.73,0.98
"5052","Joe Jordan",1978,"Scotland",1.72,2.24,-0.75,6.62,0.09,-1.04,1.21,-0.36,0.57,-0.1,-0.59,0.59,6.25,2.55,6.77,1.58
"5053","John Robertson",1978,"Scotland",-0.46,-0.42,1.76,-0.51,-1.14,-0.62,0.15,-0.52,-0.63,-0.69,-0.72,-0.57,-0.2,-0.89,0.97,0.76
"5054","Kenneth Burns",1978,"Scotland",-0.46,-0.71,-0.75,0.22,0.3,0.16,-0.91,0.63,0.9,-0.1,0.1,3.2,0.3,-0.51,-0.39,0.22
"5055","Kenny Dalglish",1978,"Scotland",1.72,1.94,1.76,3.84,0.22,0.3,-0.91,-0.36,-0.21,-0.69,-0.59,-0.57,-0.2,0.26,0.97,1.2
"5056","Lou Macari",1978,"Scotland",-0.46,-0.38,-0.75,0.22,-0.93,-0.9,-0.91,-0.85,-0.21,-0.69,-0.72,-0.57,-0.69,-0.89,-0.05,-0.72
"5057","Martin Buchan",1978,"Scotland",-0.46,-0.71,-0.12,-0.63,0.86,0.94,-0.56,-0.52,2.71,0.83,1.35,1.9,0.3,0.64,-0.73,-0.19
"5058","Sandy Jardin",1978,"Scotland",-0.46,-0.53,-0.12,-0.75,-0.42,-0.33,-0.56,-0.36,-0.21,-0.02,-0.31,-0.57,-0.2,-0.89,-0.73,-0.47
"5059","Stuart Kennedy",1978,"Scotland",-0.46,-0.71,0.5,-0.63,0.27,0.94,0.15,0.3,0.43,0.15,0.52,-0.57,-0.69,-0.13,-0.39,-0.31
"5060","Tom Forsyth",1978,"Scotland",-0.46,0.38,-0.75,-0.27,0.35,0.59,-0.2,-0.36,0.48,1.71,1.21,-0.57,2.28,0.64,-0.39,-0.63
"5061","William Johnston",1978,"Scotland",-0.46,-0.64,2.38,-0.63,-1.03,-0.41,0.15,0.13,-1.05,-0.73,-0.72,-0.57,0.3,-1.27,-0.39,0.06
"5062","Willie Donachie",1978,"Scotland",-0.46,-0.34,1.76,-0.63,0.38,1.43,-0.2,-0.03,-0.31,-0.39,0.24,0.74,-0.69,-0.89,-0.39,0.98
"5063","Antonio Olmo",1978,"Spain",-0.46,-0.71,-0.75,-0.75,0.38,0.44,-0.91,-0.36,-1.05,1.49,0.66,3.19,0.79,-0.13,-0.39,-0.88
"5064","Asensi",1978,"Spain",1.72,0.71,-0.75,0.1,2.19,0.23,0.85,-0.03,2.7,1.96,-0.31,-0.57,0.79,-0.13,0.29,-0.09
"5065","Biosca",1978,"Spain",-0.46,-0.56,-0.75,-0.51,-0.34,-0.55,-0.56,-0.52,0.33,1.49,0.66,-0.57,0.79,-0.51,0.29,-1.01
"5066","Carlos Rexach",1978,"Spain",-0.46,0.6,-0.12,0.34,-1.14,-0.9,1.56,-0.85,0.11,-1.02,-0.59,-0.57,-0.69,-0.13,-0.39,-0.35
"5067","Dani",1978,"Spain",1.72,0.02,-0.75,-0.39,-1.3,-1.25,-0.2,-0.69,-0.66,-0.71,-0.72,-0.57,-0.69,0.26,-0.73,-0.6
"5068","Jesús Antonio de la Cruz",1978,"Spain",-0.46,-0.6,-0.75,-0.75,-0.77,-0.83,-0.56,-1.02,0.88,0.21,-0.17,-0.57,-0.69,-0.13,-0.73,-0.85
"5069","Jose Martinez Pirri",1978,"Spain",-0.46,-0.64,-0.75,-0.39,1.52,1.01,1.21,0.79,0.18,2.05,0.24,2.08,-0.2,-0.13,-0.39,-0.69
"5070","Juanito",1978,"Spain",-0.46,1.73,0.5,1.55,-0.05,-0.26,0.15,0.46,-1.05,-0.29,-0.72,1.75,-0.69,-0.51,2,1.48
"5071","Julio Cardenosa",1978,"Spain",-0.46,0.56,1.13,0.46,1.66,1.01,0.85,2.11,0.24,0.99,-0.72,-0.57,-0.69,-1.27,0.63,1.93
"5072","Leal",1978,"Spain",-0.46,0.6,1.13,0.46,1.87,0.3,1.91,0.46,0.44,0.55,-0.45,-0.57,-0.69,0.64,1.65,0.38
"5073","Marcelino",1978,"Spain",-0.46,-0.64,1.13,-0.51,2.51,2.42,-0.56,0.63,1.76,2.69,0.24,4.63,-0.2,1.02,0.97,0.38
"5074","Miguel Bernardo Migueli",1978,"Spain",-0.46,-0.71,-0.75,-0.75,0.22,-0.33,-0.56,-0.03,1.6,-0.13,0.38,0.64,0.3,-0.51,-0.39,-0.6
"5075","Miguel Ángel",1978,"Spain",-0.46,-0.71,-0.75,-0.75,1.47,2.28,-0.91,-1.18,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-0.73,-0.91
"5076","Rubén Cano",1978,"Spain",-0.46,0.13,-0.75,0.94,-1.19,-1.32,-0.91,-1.02,-0.66,-0.1,-0.72,-0.57,0.3,-0.13,-1.08,-0.98
"5077","San José",1978,"Spain",-0.46,-0.6,-0.75,-0.63,1.34,0.16,1.56,1.12,-0.2,3.45,-0.31,-0.57,1.29,-0.51,2.34,-0.5
"5078","Santillana",1978,"Spain",-0.46,0.67,-0.75,1.31,-0.87,-0.97,-0.56,-0.69,-0.59,-1.02,-0.72,-0.57,3.28,-1.27,0.29,0.76
"5079","Uría",1978,"Spain",-0.46,-0.16,2.38,-0.02,0.33,0.94,0.85,0.46,0.24,0.23,-0.59,-0.57,-0.69,0.26,0.97,0.41
"5080","Anders Linderoth",1978,"Sweden",-0.46,-0.42,1.13,-0.27,0.19,-0.48,0.5,0.46,-0.91,-0.17,-0.31,-0.57,-0.2,-1.27,1.31,1.45
"5081","Benny Wendt",1978,"Sweden",-0.46,0.13,-0.12,2.03,-0.71,-0.62,0.15,-0.52,-0.86,-0.87,-0.59,-0.57,1.29,1.02,2,-0.09
"5082","Björn Nordqvist",1978,"Sweden",-0.46,-0.71,-0.75,-0.75,1.1,1.5,-0.91,0.63,-0.01,0.05,1.49,0.33,-0.2,0.26,-0.39,-0.31
"5083","Bo Larsson",1978,"Sweden",-0.46,-0.42,2.38,-0.51,1.34,1.93,0.15,1.61,0.13,0.41,0.52,0.45,-0.2,1.78,0.29,3.35
"5084","Conny Torstensson",1978,"Sweden",-0.46,-0.45,-0.12,-0.63,-1.14,-1.04,-0.91,-0.52,-0.47,-0.87,-0.72,-0.57,-0.69,-0.89,-0.73,-0.79
"5085","Hasse Borg",1978,"Sweden",-0.46,-0.71,1.13,-0.75,1.13,1.86,1.91,2.93,0.17,2.08,0.1,-0.57,-0.69,2.55,0.29,1.71
"5086","Ingemar Erlandsson",1978,"Sweden",-0.46,-0.49,3.01,0.22,1.15,2.21,0.15,1.28,0.46,0.81,0.38,1.21,0.79,1.78,-0.73,1.14
"5087","Lennart Larsson",1978,"Sweden",-0.46,1.18,1.13,2.39,0.94,0.16,0.5,1.28,-0.05,-0.2,-0.17,1.06,2.28,1.78,0.63,2.65
"5088","Olle Nordin",1978,"Sweden",-0.46,-0.71,-0.12,-0.51,-0.95,-1.04,-0.56,-0.52,-0.62,-0.79,-0.45,-0.57,-0.69,-1.27,-0.73,-0.28
"5089","Ralf Edström",1978,"Sweden",-0.46,0.67,-0.75,2.76,-1.25,-1.25,-0.91,-1.02,-0.86,-0.91,-0.45,-0.57,3.77,-0.13,-0.39,-0.19
"5090","Ronnie Hellström",1978,"Sweden",-0.46,-0.71,-0.75,-0.75,0.67,1.86,-0.91,-1.02,-1.05,-1.02,-0.72,-0.57,-0.69,-1.27,-0.73,-1.01
"5091","Roy Andersson",1978,"Sweden",-0.46,-0.38,-0.75,-0.75,0.03,0.37,-0.2,-0.52,0.85,1.6,1.21,-0.11,-0.2,-0.89,-1.08,-0.57
"5092","Staffan Tapper",1978,"Sweden",-0.46,-0.45,-0.12,-0.63,-0.39,-0.26,-0.91,-0.85,-0.09,0.15,-0.45,-0.57,-0.69,-1.27,-0.73,0.47
"5093","Thomas Sjöberg",1978,"Sweden",1.72,2.64,-0.12,2.51,-0.66,-1.18,-0.2,-0.36,0.05,-0.71,-0.72,-0.57,0.3,1.4,3.02,-0.28
"5094","Torbjörn Nilsson",1978,"Sweden",-0.46,-0.71,0.5,-0.14,-1.27,-0.97,-0.56,-1.18,-1.05,-1.02,-0.72,-0.57,-0.2,1.02,-1.08,-0.44
"5095","Abderraouf Ben Aziza",1978,"Tunisia",-0.46,0.53,-0.75,0.34,-1.19,-1.18,-0.56,-1.02,0,-0.69,-0.59,0.09,-0.2,-0.51,-1.08,-0.44
"5096","Ali Kaabi",1978,"Tunisia",1.72,0.82,1.76,-0.02,2,2.14,-0.56,-0.36,1.45,0.06,2.04,-0.57,0.79,1.4,-0.73,0.7
"5097","Khaled Gasmi",1978,"Tunisia",-0.46,-0.71,-0.12,-0.51,-0.18,-0.33,-0.91,-0.85,2.78,0.01,0.38,-0.57,-0.2,0.64,-0.73,-0.35
"5098","Mohamed Akid",1978,"Tunisia",-0.46,1.22,-0.75,1.18,-0.23,-0.97,0.15,-1.02,-0.13,-0.16,-0.59,0.34,4.27,0.64,-0.39,0.98
"5099","Mohamed Ben Rehaiem",1978,"Tunisia",-0.46,0.53,3.01,1.06,0.99,0.94,0.15,2.6,-0.63,-0.07,-0.03,0.34,-0.2,0.64,-0.73,1.45
"5100","Mohsen Labidi",1978,"Tunisia",-0.46,-0.24,-0.75,-0.14,-0.21,-0.69,-0.91,-0.85,0.75,0.62,4.52,0.09,0.79,-0.51,-0.39,-1.01
"5101","Mokhtar Dhouib",1978,"Tunisia",1.72,-0.42,1.76,-0.14,1.31,0.87,-0.56,-0.69,2.2,0.81,2.73,2.11,-0.69,0.26,-0.39,0.16
"5102","Mokhtar Naili",1978,"Tunisia",-0.46,-0.71,-0.75,-0.75,0.59,1.65,-0.91,-1.18,-1.05,-1.02,-0.31,-0.57,-0.69,-0.89,0.97,-1.01
"5103","Néjib Ghommidh",1978,"Tunisia",1.72,-0.16,-0.75,-0.02,0.14,-0.26,1.91,-0.19,1.09,0.75,-0.17,1,-0.69,0.64,0.29,0.29
"5104","Omar Jebali",1978,"Tunisia",-0.46,-0.38,-0.75,-0.75,0.35,-0.19,-0.91,-0.69,1.32,0.97,3.83,5.21,1.29,0.64,-0.73,-0.85
"5105","Tarak Dhiab",1978,"Tunisia",-0.46,0.09,0.5,-0.02,1.39,0.8,2.26,1.78,0.51,0.22,-0.45,-0.57,0.79,0.64,1.31,0.44
"5106","Témime Lahzami",1978,"Tunisia",-0.46,-0.49,0.5,-0.14,0.67,0.23,2.26,0.3,-0.34,0.06,-0.45,-0.57,-0.2,1.78,0.63,0.92
"5107","Bernard Dietz",1978,"West Germany",-0.46,-0.58,-0.75,-0.57,0.63,0.8,0.32,0.46,1.58,0.84,1.07,0.87,0.05,-0.13,0.12,-0.83
"5108","Bernd Hölzenbein",1978,"West Germany",0.63,-0.09,-0.75,-0.08,-0.15,0.05,-0.03,0.79,0.13,-0.93,-0.52,-0.57,-0.45,-0.13,-0.56,-0.31
"5109","Berti Vogts",1978,"West Germany",-0.46,-0.71,-0.75,-0.69,0.23,0.02,-0.91,-0.28,1.23,2.71,1.21,0.13,0.3,0.07,-0.22,-0.58
"5110","Dieter Müller",1978,"West Germany",1.72,0.4,-0.12,1.18,-0.7,-0.94,-0.03,-0.03,-0.61,-0.8,-0.59,-0.57,-0.45,-0.7,-0.05,0.84
"5111","Erich Beer",1978,"West Germany",-0.46,-0.38,0.19,-0.14,-0.39,-0.58,-0.73,-0.03,-0.42,-0.62,-0.24,0.42,-0.45,-0.89,-0.39,-0.22
"5112","Hans-Peter Müller",1978,"West Germany",0.63,0.18,-0.75,0.52,0.25,-0.12,1.03,1.53,0.63,-0.49,-0.38,-0.57,-0.69,-0.32,-0.05,0.35
"5113","Harald Konopka",1978,"West Germany",-0.46,-0.71,-0.75,-0.75,-1.45,-1.25,-0.91,-1.1,-1.05,-1.02,-0.66,-0.57,-0.69,-0.89,-0.56,-1.01
"5114","Heinz Flohe",1978,"West Germany",1.72,0.16,1.76,0.16,1.22,0.59,1.56,1.78,0.34,-0.23,-0.59,-0.22,-0.2,-0.51,-0.05,1.97
